gis_nr,farm_id,bfsnr,gembez,estate_nr,flaeche,blw_nr,blw_name,harvest_date,has_nhg_contract,lz_code,hang_50,hang_reb_0,hang_reb_30,hang_reb_50,einzelkulturbeitrag,outside_canton,bfs_parz,birth,bfsnr_num,has_bff_q2_contract,has_connectivity_contract,has_lqb_contract,region,contribution,used,operating_rate,hang_0,hang_18,hang_35,q1_from,geodb_oid
"99541",0214/ 1/ 51,"0214",Dägerlen,"47",30,"0712",Christbäume,,0,31,0,0,0,0,N,N,0214_47,2023,214,N,N,N,Bachtelle,J,J,100,30,0,0,,74938
"116419",0101/ 1/  3,"0101",Steinmaur,"1020",31,"0712",Christbäume,,0,31,0,0,0,0,N,N,0101_1020,2023,101,N,N,N,Tollbrunnen,J,J,100,31,0,0,,75218
"365710",0195/ 1/151,"0195",Maur,"7774",1,"0712",Christbäume,,0,31,0,0,0,0,N,N,0195_7774,2023,195,N,N,N,Wolfgalgen,J,J,100,0,1,0,,75308
"114693",0261/ 1/ 99,"0261",Zürich,AR6490,126,"0712",Christbäume,,0,31,0,0,0,0,N,N,0261_AR6490,2023,261,N,N,N,Albisrieden 6,J,J,100,122,4,0,,75670
"33124",0154/ 1/ 56,"0154",Küsnacht (ZH),"1186",18,"0712",Christbäume,,0,31,0,0,0,0,N,N,0154_1186,2023,154,N,N,N,Eichelacker,J,J,100,12,6,0,,75942
"117984",0191/ 1/ 27,"0191",Dübendorf,"2374",42,"0712",Christbäume,,0,31,0,0,0,0,N,N,0191_2374,2023,191,N,N,N,Schäggi,J,J,100,42,0,0,,77068
"22644",0112/ 1/ 51,"0112",Bubikon,"756",3,"0712",Christbäume,,0,31,0,0,0,0,N,N,0112_756,2023,112,N,N,N,Ritterhuus-Rinderwei,J,J,100,3,0,0,,78428
"11378963",0261/ 1/999,"0250",Urdorf,"5026",124,"0712",Christbäume,,0,31,0,0,0,0,N,N,0250_5026,2023,250,N,N,N,Schuepissen,J,J,100,107,14,3,,78508
"347495",0063/ 1/701,"0063",Lufingen,"1257",19,"0712",Christbäume,,0,31,0,0,0,0,N,N,0063_1257,2023,63,N,N,N,Unterwis,J,J,100,19,0,0,,78629
"124165",0248/ 1/ 13,"0248",Uitikon,"997",82,"0712",Christbäume,,0,31,0,0,0,0,N,N,0248_997,2023,248,N,N,N,Rüti,J,J,100,82,0,0,,78912
"331400",0192/ 1/ 57,"0192",Egg,"4914",3,"0712",Christbäume,,0,31,0,0,0,0,N,N,0192_4914,2023,192,N,N,N,Waldwiese,J,J,100,3,0,0,,79123
"309261",0251/ 1/ 29,"0251",Weiningen (ZH),"2975",12,"0712",Christbäume,,0,31,0,0,0,0,N,N,0251_2975,2023,251,N,N,N,Längg,J,J,100,12,0,0,,79495
"120506",0006/ 1/ 39,"0010",Obfelden,"4491",52,"0712",Christbäume,,0,31,0,0,0,0,N,N,0010_4491,2023,10,N,N,N,Gugelreben,J,J,100,52,0,0,,79618
"112712",0191/ 1/ 57,"0191",Dübendorf,"2223",18,"0712",Christbäume,,0,31,0,0,0,0,N,N,0191_2223,2023,191,N,N,N,Parzelle Nr.5,J,J,100,18,0,0,,80790
"113886",0135/ 1/ 11,"0293",Wädenswil,WE6894,64,"0712",Christbäume,,0,31,0,0,0,0,N,N,0293_WE6894,2023,293,N,N,N,Steinweid,J,J,100,37,26,1,,81112
"85191",0217/ 1/ 28,"0294",Elgg,HS688,19,"0712",Christbäume,,0,31,0,0,0,0,N,N,0294_HS688,2023,294,N,N,N,Nübruch / Steig,J,J,100,19,0,0,,81427
"42320",0248/ 1/ 13,"0248",Uitikon,"210",32,"0712",Christbäume,,0,31,0,0,0,0,N,N,0248_210,2023,248,N,N,N,211 Langacker,J,J,100,32,0,0,,81576
"37164",0096/ 1/ 55,"0096",Regensdorf,"2999",107,"0712",Christbäume,,0,31,0,0,0,0,N,N,0096_2999,2023,96,N,N,N,Reitplatz,J,J,100,107,0,0,,81671
"11296618",0159/ 1/ 14,"0159",Uetikon am See,"5158",1,"0712",Christbäume,,0,31,0,0,0,0,N,N,0159_5158,2023,159,N,N,N,Bolteracker,J,J,100,1,0,0,,81798
"72299",0153/ 1/ 98,"0153",Hombrechtikon,"6763",9,"0712",Christbäume,,0,31,0,0,0,0,N,N,0153_6763,2023,153,N,N,N,Giessen,J,J,100,5,4,0,,82052
"42314",0248/ 1/ 13,"0248",Uitikon,"14",101,"0712",Christbäume,,0,31,0,0,0,0,N,N,0248_14,2023,248,N,N,N,Wissacker,J,J,100,79,22,0,,82525
"264654",0158/ 1/ 86,"0158",Stäfa,"11366",73,"0712",Christbäume,,0,31,0,0,0,0,N,N,0158_11366,2023,158,N,N,N,Am Rhynerbach,J,J,100,69,4,0,,82730
"124117",0248/ 1/ 13,"0248",Uitikon,"77",1,"0712",Christbäume,,0,31,0,0,0,0,N,N,0248_77,2023,248,N,N,N,Sürenloh,J,J,100,1,0,0,,83127
"42424",0250/ 1/ 17,"0250",Urdorf,"4593",192,"0712",Christbäume,,0,31,0,0,0,0,N,N,0250_4593,2023,250,N,N,N,Teuchelmoos,J,J,100,192,0,0,,84131
"375730",0159/ 1/ 14,"0159",Uetikon am See,"3341",46,"0712",Christbäume,,0,31,0,0,0,0,N,N,0159_3341,2023,159,N,N,N,Hofstatt Süd,J,J,100,41,5,0,,85871
"105063",0084/ 1/ 20,"0251",Weiningen (ZH),"2607",57,"0712",Christbäume,,0,31,0,0,0,0,N,N,0251_2607,2023,251,N,N,N,Föhrenbühl,J,J,100,49,6,2,,85980
"99487",0214/ 1/ 51,"0214",Dägerlen,"14",5,"0712",Christbäume,,0,31,0,0,0,0,N,N,0214_14,2023,214,N,N,N,Geracker,J,J,100,5,0,0,,86216
"115450",0251/ 1/ 29,"0251",Weiningen (ZH),"2933",20,"0712",Christbäume,,0,31,0,0,0,0,N,N,0251_2933,2023,251,N,N,N,Rugg 2,J,J,100,20,0,0,,86362
"11379015",0261/ 1/999,"0250",Urdorf,"3980",24,"0712",Christbäume,,0,31,0,0,0,0,N,N,0250_3980,2023,250,N,N,N,Glatter,J,J,100,24,0,0,,86971
"126953",0055/ 1/ 46,"0055",Eglisau,"1675",69,"0712",Christbäume,,0,31,0,0,0,0,N,N,0055_1675,2023,55,N,N,N,15 Löchli,J,J,100,57,5,7,,87064
"105838",0261/ 1/999,"0242",Birmensdorf (ZH),"3289",134,"0712",Christbäume,,0,31,0,0,0,0,N,N,0242_3289,2023,242,N,N,N,Hofor,J,J,100,134,0,0,,87887
"9217",0112/ 1/ 51,"0112",Bubikon,"757",32,"0712",Christbäume,,0,31,4,0,0,0,N,N,0112_757,2023,112,N,N,N,Christbäume,J,J,100,15,9,4,,88902
"42404",0261/ 1/999,"0250",Urdorf,"3543",141,"0712",Christbäume,,0,31,0,0,0,0,N,N,0250_3543,2023,250,N,N,N,Wirbel,J,J,100,141,0,0,,89710
"335550",0062/ 1/ 28,"0063",Lufingen,"318",113,"0712",Christbäume,,0,31,4,0,0,0,N,N,0063_318,2023,63,N,N,N,Leigrueb,J,J,100,82,13,14,,90397
"107056",0064/ 1/  5,"0064",Nürensdorf,"765",22,"0712",Christbäume,,0,31,0,0,0,0,N,N,0064_765,2023,64,N,N,N,Weieracker,J,J,100,22,0,0,,92859
"346940",0159/ 1/ 14,"0159",Uetikon am See,"4874",9,"0712",Christbäume,,0,31,1,0,0,0,N,N,0159_4874,2023,159,N,N,N,Esslinger,J,J,100,8,0,0,,92360
"336990",0023/ 1/ 29,"0023",Berg am Irchel,"431",11,"0712",Christbäume,,0,31,0,0,0,0,N,N,0023_431,2023,23,N,N,N,Irchelwies,J,J,100,0,11,0,,93249
"124112",0248/ 1/ 13,"0248",Uitikon,"76",21,"0712",Christbäume,,0,31,0,0,0,0,N,N,0248_76,2023,248,N,N,N,Sürenloh,J,J,100,21,0,0,,93894
"88715",0214/ 1/ 24,"0039",Thalheim an der Thur,"417",125,"0712",Christbäume,,0,31,0,0,0,0,N,N,0039_417,2023,39,N,N,N,Chalchdolen,J,J,100,106,19,0,,94192
