gis_nr,farm_id,bfsnr,gembez,estate_nr,flaeche,blw_nr,blw_name,harvest_date,has_nhg_contract,lz_code,hang_50,hang_reb_0,hang_reb_30,hang_reb_50,einzelkulturbeitrag,outside_canton,bfs_parz,birth,bfsnr_num,has_bff_q2_contract,has_connectivity_contract,has_lqb_contract,region,contribution,used,operating_rate,hang_0,hang_18,hang_35,q1_from,geodb_oid
"366318",0250/ 1/ 17,"0250",Urdorf,"2078",214,"0712",Christbäume,,0,31,0,0,0,0,N,N,0250_2078,2023,250,N,N,N,Leimrüti,J,J,100,214,0,0,,16695
"335961",0133/ 1/ 49,"0295",Horgen,HN2998,9,"0712",Christbäume,,0,41,0,0,0,0,N,N,0295_HN2998,2023,295,N,N,N,Oberhof,J,J,100,1,5,3,,17504
"128164",0044/ 1/ 44,"0292",Stammheim,WT4125,12,"0712",Christbäume,,0,31,0,0,0,0,N,N,0292_WT4125,2023,292,N,N,N,Hofwies,J,J,100,12,0,0,,18101
"42329",0248/ 1/ 13,"0248",Uitikon,"2804",41,"0712",Christbäume,,0,31,0,0,0,0,N,N,0248_2804,2023,248,N,N,N,Binzmatt,J,J,100,41,0,0,,18795
"22643",0112/ 1/ 51,"0112",Bubikon,"2937",12,"0712",Christbäume,,0,31,0,0,0,0,N,N,0112_2937,2023,112,N,N,N,Ritterhuus-Rinderwei,J,J,100,12,0,0,,18840
"81130",0142/ 1/103,"0293",Wädenswil,WE8648,13,"0712",Christbäume,,0,31,0,0,0,0,N,N,0293_WE8648,2023,293,N,N,N,Christbäume ob Scheune,J,J,100,11,2,0,,18927
"26595",0112/ 1/ 31,"0112",Bubikon,"3614",33,"0712",Christbäume,,0,31,0,0,0,0,N,N,0112_3614,2023,112,N,N,N,Egelsee,J,J,100,33,0,0,,18980
"11321330",0121/ 1/ 30,"0121",Wetzikon (ZH),"9991",4,"0712",Christbäume,,0,31,0,0,0,0,N,N,0121_9991,2023,121,N,N,N,Hirzel,J,J,100,4,0,0,,19155
"360979",0133/ 1/ 49,"0295",Horgen,HN12292,12,"0712",Christbäume,,0,41,0,0,0,0,N,N,0295_HN12292,2023,295,N,N,N,Rittacher,J,J,100,12,0,0,,19342
"116746",0251/ 1/ 29,"0249",Unterengstringen,"1829",16,"0712",Christbäume,,0,31,0,0,0,0,N,N,0249_1829,2023,249,N,N,N,breitjuchert,J,J,100,16,0,0,,20708
"37150",0096/ 1/ 55,"0096",Regensdorf,"2074",7,"0712",Christbäume,,0,31,0,0,0,0,N,N,0096_2074,2023,96,N,N,N,Lierenhölzli,J,J,100,7,0,0,,20797
"114740",0261/ 1/ 99,"0261",Zürich,AR5597,1,"0712",Christbäume,,0,31,0,0,0,0,N,N,0261_AR5597,2023,261,N,N,N,Albisrieden 7,J,J,100,1,0,0,,20831
"332119",0198/ 1/123,"0198",Uster,G1561,17,"0712",Christbäume,,0,31,0,0,0,0,N,N,0198_G1561,2023,198,N,N,N,Halde,J,J,100,10,7,0,,20960
"120691",0152/ 1/ 32,"0159",Uetikon am See,"2803",14,"0712",Christbäume,,0,31,0,0,0,0,N,N,0159_2803,2023,159,N,N,N,Bolteracker,J,J,100,11,3,0,,21802
"322418",0198/ 1/246,"0198",Uster,H2033,17,"0712",Christbäume,,0,31,0,0,0,0,N,N,0198_H2033,2023,198,N,N,N,Obstanlage,J,J,100,11,5,1,,21859
"118952",0251/ 1/ 29,"0251",Weiningen (ZH),"2973",2,"0712",Christbäume,,0,31,0,0,0,0,N,N,0251_2973,2023,251,N,N,N,Längg,J,J,100,2,0,0,,22276
"103815",0058/ 1/702,"0060",Höri,"260",9,"0712",Christbäume,,0,31,0,0,0,0,N,N,0060_260,2023,60,N,N,N,Hanfpünd,J,J,100,9,0,0,,22321
"11373407",0062/ 1/ 28,"0062",Kloten,"5597",240,"0712",Christbäume,,0,31,0,0,0,0,N,N,0062_5597,2023,62,N,N,N,Berket,J,J,100,232,8,0,,22813
"118950",0251/ 1/ 29,"0251",Weiningen (ZH),"2973",10,"0712",Christbäume,,0,31,0,0,0,0,N,N,0251_2973,2023,251,N,N,N,Längg,J,J,100,10,0,0,,23001
"113305",0135/ 1/ 11,"0135",Kilchberg (ZH),"3584",14,"0712",Christbäume,,0,31,0,0,0,0,N,N,0135_3584,2023,135,N,N,N,Chirchenwäldli III (Teil Christbäume),J,J,100,14,0,0,,23300
"334811",0219/ 1/ 54,"0219",Elsau,"814",47,"0712",Christbäume,,0,31,0,0,0,0,N,N,0219_814,2023,219,N,N,N,Hindersetzi,J,J,100,46,1,0,,23545
"375657",0261/ 1/999,"0250",Urdorf,"18",41,"0712",Christbäume,,0,31,0,0,0,0,N,N,0250_18,2023,250,N,N,N,Schuepissen,J,J,100,41,0,0,,24975
"365287",0159/ 1/ 10,"0156",Meilen,"11234",19,"0712",Christbäume,,0,31,0,0,0,0,N,N,0156_11234,2023,156,N,N,N,Schumbel,J,J,100,14,5,0,,25426
"39994",0153/ 1/ 98,"0153",Hombrechtikon,"1252",4,"0712",Christbäume,,0,31,0,0,0,0,N,N,0153_1252,2023,153,N,N,N,Grütholz,J,J,100,4,0,0,,25941
"118209",0014/ 1/ 21,"0014",Wettswil am Albis,"3307",7,"0712",Christbäume,,0,31,0,0,0,0,N,N,0014_3307,2023,14,N,N,N,Grüt unten,J,J,100,7,0,0,,26162
"22332",0154/ 1/ 56,"0154",Küsnacht (ZH),"10594",9,"0712",Christbäume,,0,31,0,0,0,0,N,N,0154_10594,2023,154,N,N,N,Eichelacker,J,J,100,8,1,0,,27306
"264651",0066/ 1/  4,"0066",Opfikon,"7717",42,"0712",Christbäume,,0,31,0,0,0,0,N,N,0066_7717,2023,66,N,N,N,Langacher,J,J,100,42,0,0,,27494
"107007",0120/ 1/ 30,"0120",Wald (ZH),"5666",26,"0712",Christbäume,,0,51,6,0,0,0,N,N,0120_5666,2023,120,N,N,N,Geretsrueti,J,J,100,18,2,0,,26766
"121182",0053/ 1/ 48,"0053",Bülach,"6538",16,"0712",Christbäume,,0,31,0,0,0,0,N,N,0053_6538,2023,53,N,N,N,Unteres Loch,J,J,100,3,13,0,,27701
"349746",4821/ 1/  3,"4821",Hüttwilen,"2026",9,"0712",Christbäume,,0,31,0,0,0,0,N,J,4821_2026,2023,4821,N,N,N,Schluuch,J,J,100,9,0,0,,27834
"114991",0251/ 1/ 29,"0251",Weiningen (ZH),"2410",20,"0712",Christbäume,,0,31,0,0,0,0,N,N,0251_2410,2023,251,N,N,N,Zimmersacherli,J,J,100,18,2,0,,27954
"42334",0248/ 1/ 13,"0248",Uitikon,"3026",28,"0712",Christbäume,,0,31,0,0,0,0,N,N,0248_3026,2023,248,N,N,N,Binzmatt,J,J,100,28,0,0,,28872
"361800",0195/ 1/151,"0195",Maur,"6097",66,"0712",Christbäume,,0,31,0,0,0,0,N,N,0195_6097,2023,195,N,N,N,Ober Englen,J,J,100,60,6,0,,29170
"346922",0159/ 1/ 14,"0159",Uetikon am See,"4551",9,"0712",Christbäume,,0,31,2,0,0,0,N,N,0159_4551,2023,159,N,N,N,Brandrain,J,J,100,3,4,0,,29271
"269516",0053/ 1/ 40,"4324",Zurzach,"526",22,"0712",Christbäume,,0,41,0,0,0,0,N,J,4324_526,2023,4324,N,N,N,Stauben,J,J,100,2,20,0,,29819
"321050",0174/ 1/ 58,"0296",Illnau-Effretikon,IE3361,302,"0712",Christbäume,,0,31,0,0,0,0,N,N,0296_IE3361,2023,296,N,N,N,Zelgli,J,J,100,300,2,0,,30050
"114739",0261/ 1/ 99,"0261",Zürich,AR5598,37,"0712",Christbäume,,0,31,0,0,0,0,N,N,0261_AR5598,2023,261,N,N,N,Albisrieden 7,J,J,100,37,0,0,,30236
"11319311",0219/ 1/ 54,"0219",Elsau,"3486",3,"0712",Christbäume,,0,31,0,0,0,0,N,N,0219_3486,2023,219,N,N,N,Juchert/Holzacher,J,J,100,3,0,0,,30822
"349511",0096/ 1/ 55,"0096",Regensdorf,"2068",20,"0712",Christbäume,,0,31,0,0,0,0,N,N,0096_2068,2023,96,N,N,N,Buchhaur.Driespitz,J,J,100,20,0,0,,31321
"11378968",0261/ 1/999,"0250",Urdorf,"1313",40,"0712",Christbäume,,0,31,0,0,0,0,N,N,0250_1313,2023,250,N,N,N,Tysliboll,J,J,100,40,0,0,,31486
"105733",0096/ 1/ 55,"0096",Regensdorf,"9599",43,"0712",Christbäume,,0,31,0,0,0,0,N,N,0096_9599,2023,96,N,N,N,Weid,J,J,100,43,0,0,,31522
"115220",0053/ 1/ 40,"0072",Winkel,"1151",147,"0712",Christbäume,,0,31,0,0,0,0,N,N,0072_1151,2023,72,N,N,N,Tüfwis,J,J,100,145,2,0,,32495
"308766",0042/ 1/ 32,"4536",Basadingen-Schlattingen,"2733.0",6,"0712",Christbäume,,0,31,0,0,0,0,N,J,4536_2733.0,2023,4536,N,N,N,Espiwiese,J,J,100,6,0,0,,32571
"321042",0174/ 1/ 58,"0296",Illnau-Effretikon,IE3361,78,"0712",Christbäume,,0,31,0,0,0,0,N,N,0296_IE3361,2023,296,N,N,N,Zelgli,J,J,100,76,1,1,,34036
"124180",0248/ 1/ 13,"0248",Uitikon,"2804",10,"0712",Christbäume,,0,31,0,0,0,0,N,N,0248_2804,2023,248,N,N,N,Binzmatt,J,J,100,10,0,0,,33491
"121600",0251/ 1/ 29,"0251",Weiningen (ZH),"2978",36,"0712",Christbäume,,0,31,0,0,0,0,N,N,0251_2978,2023,251,N,N,N,Längg,J,J,100,36,0,0,,33530
"321035",0174/ 1/ 58,"0296",Illnau-Effretikon,IE3355,86,"0712",Christbäume,,0,31,0,0,0,0,N,N,0296_IE3355,2023,296,N,N,N,Buck,J,J,100,85,1,0,,33820
"360382",0101/ 1/  3,"0101",Steinmaur,"1068",4,"0712",Christbäume,,0,31,0,0,0,0,N,N,0101_1068,2023,101,N,N,N,Hofwisen,J,J,100,3,1,0,,34087
"81099",0026/ 1/ 29,"0026",Dorf,"608",17,"0712",Christbäume,,0,31,0,0,0,0,N,N,0026_608,2023,26,N,N,N,Chugelhof,J,J,100,17,0,0,,34159
"343195",0261/ 1/999,"0064",Nürensdorf,"2769",1,"0712",Christbäume,,0,31,0,0,0,0,N,N,0064_2769,2023,64,N,N,N,Halden,J,J,100,1,0,0,,35810
"127708",0191/ 1/ 57,"0191",Dübendorf,"16263",2,"0712",Christbäume,,0,31,0,0,0,0,N,N,0191_16263,2023,191,N,N,N,Parzelle Nr.5,J,J,100,2,0,0,,35915
"122703",0261/ 1/128,"0261",Zürich,AF4832,11,"0712",Christbäume,,0,31,0,0,0,0,N,N,0261_AF4832,2023,261,N,N,N,Seeholz,J,J,100,11,0,0,,36528
"42423",0250/ 1/ 17,"0250",Urdorf,"4592",71,"0712",Christbäume,,0,31,0,0,0,0,N,N,0250_4592,2023,250,N,N,N,Teuchelmoos,J,J,100,71,0,0,,38074
"84755",0153/ 1/ 17,"0153",Hombrechtikon,"7264",18,"0712",Christbäume,,0,31,0,0,0,0,N,N,0153_7264,2023,153,N,N,N,Chramen,J,J,100,18,0,0,,38163
"11296494",0159/ 1/ 14,"0159",Uetikon am See,"5158",7,"0712",Christbäume,,0,31,0,0,0,0,N,N,0159_5158,2023,159,N,N,N,Bolteracker,J,J,100,7,0,0,,38239
"114478",0053/ 1/ 66,"0053",Bülach,"2744",19,"0712",Christbäume,,0,31,0,0,0,0,N,N,0053_2744,2023,53,N,N,N,Bordacher A,J,J,100,19,0,0,,38319
"115127",0053/ 1/ 40,"0053",Bülach,"6638",42,"0712",Christbäume,,0,31,0,0,0,0,N,N,0053_6638,2023,53,N,N,N,Ottenberg I,J,J,100,40,2,0,,38814
"30674",0176/ 1/ 14,"0176",Lindau,"2225",7,"0712",Christbäume,,0,31,0,0,0,0,N,N,0176_2225,2023,176,N,N,N,Schöttler,J,J,100,7,0,0,,38979
"377325",0026/ 1/ 16,"0026",Dorf,"131",7,"0712",Christbäume,,0,31,0,0,0,0,N,N,0026_131,2023,26,N,N,N,Schooren,J,J,100,7,0,0,,39344
"265019",0033/ 1/ 55,"0033",Kleinandelfingen,"2758",55,"0712",Christbäume,,0,31,1,0,0,0,N,N,0033_2758,2023,33,N,N,N,Süessenberg,J,J,100,45,9,0,,39897
"80750",0142/ 1/103,"0293",Wädenswil,WE13297,3,"0712",Christbäume,,0,31,0,0,0,0,N,N,0293_WE13297,2023,293,N,N,N,Zollinger Unten,J,J,100,1,2,0,,39967
"111408",0133/ 1/ 49,"0295",Horgen,HN9214,27,"0712",Christbäume,,0,41,0,0,0,0,N,N,0295_HN9214,2023,295,N,N,N,Oberhof,J,J,100,25,2,0,,40588
"121183",0241/ 1/  4,"0241",Aesch (ZH),"1027",12,"0712",Christbäume,,0,31,0,0,0,0,N,N,0241_1027,2023,241,N,N,N,Hüslimatt,J,J,100,11,1,0,,41732
"83529",0228/ 1/ 97,"0228",Turbenthal,"3616",17,"0712",Christbäume,,0,51,1,0,0,0,N,N,0228_3616,2023,228,N,N,N,Schürli,J,J,100,0,15,1,,43578
"341471",0062/ 1/ 37,"0062",Kloten,"5154",5,"0712",Christbäume,,0,31,0,0,0,0,N,N,0062_5154,2023,62,N,N,N,Lettenwingert,J,J,100,1,3,1,,43708
"37220",0084/ 1/ 24,"0096",Regensdorf,"7914",46,"0712",Christbäume,,0,31,0,0,0,0,N,N,0096_7914,2023,96,N,N,N,Pfaffenbrunnen,J,J,100,46,0,0,,43614
"346903",0159/ 1/ 14,"0159",Uetikon am See,"5157",29,"0712",Christbäume,,0,31,0,0,0,0,N,N,0159_5157,2023,159,N,N,N,Bolteracker,J,J,100,29,0,0,,43759
"122433",0251/ 1/ 29,"0251",Weiningen (ZH),"2859",15,"0712",Christbäume,,0,31,0,0,0,0,N,N,0251_2859,2023,251,N,N,N,"Schluechti 2965,3308,3309",J,J,100,15,0,0,,43849
"351589",0261/ 1/998,"0296",Illnau-Effretikon,IE6228,51,"0712",Christbäume,,0,31,0,0,0,0,N,N,0296_IE6228,2023,296,N,N,N,Unbekannt,J,J,100,10,41,0,,44650
"128097",0044/ 1/ 44,"0292",Stammheim,WT3333,33,"0712",Christbäume,,0,31,0,0,0,0,N,N,0292_WT3333,2023,292,N,N,N,Schuppis,J,J,100,33,0,0,,44863
"81932",0009/ 1/ 99,"0009",Mettmenstetten,"3894",3,"0712",Christbäume,,0,31,1,0,0,0,N,N,0009_3894,2023,9,N,N,N,Unt. Schü./Munim.,J,J,100,0,0,2,,44986
"112711",0191/ 1/ 57,"0191",Dübendorf,"2222",31,"0712",Christbäume,,0,31,0,0,0,0,N,N,0191_2222,2023,191,N,N,N,Parzelle Nr. 5,J,J,100,29,2,0,,46162
"114698",0261/ 1/ 99,"0261",Zürich,AR6664,1,"0712",Christbäume,,0,31,0,0,0,0,N,N,0261_AR6664,2023,261,N,N,N,Albisrieden 6,J,J,100,1,0,0,,46167
"115703",0014/ 1/ 21,"0014",Wettswil am Albis,"3223",38,"0712",Christbäume,,0,31,0,0,0,0,N,N,0014_3223,2023,14,N,N,N,Gümpel,J,J,100,38,0,0,,46867
"334860",0219/ 1/ 54,"0220",Hagenbuch,"2719",104,"0712",Christbäume,,0,31,0,0,0,0,N,N,0220_2719,2023,220,N,N,N,Neuwis,J,J,100,93,11,0,,48757
"42507",0084/ 1/ 20,"0251",Weiningen (ZH),"2602",7,"0712",Christbäume,,0,31,0,0,0,0,N,N,0251_2602,2023,251,N,N,N,Föhrenbühl,J,J,100,7,0,0,,49145
"340234",0199/ 1/ 78,"0199",Volketswil,"2394",35,"0712",Christbäume,,0,31,0,0,0,0,N,N,0199_2394,2023,199,N,N,N,Hagmer,J,J,100,35,0,0,,49152
"113226",0116/ 1/ 34,"0116",Grüningen,"2390",3,"0712",Christbäume,,0,31,0,0,0,0,N,N,0116_2390,2023,116,N,N,N,toschbel bäume,J,J,100,2,1,0,,49611
"111375",0133/ 1/ 49,"0295",Horgen,HN5873,39,"0712",Christbäume,,0,41,0,0,0,0,N,N,0295_HN5873,2023,295,N,N,N,ob Scheune,J,J,100,39,0,0,,49853
"72648",0058/ 1/702,"0058",Glattfelden,"1220",19,"0712",Christbäume,,0,31,0,0,0,0,N,N,0058_1220,2023,58,N,N,N,Kiesgrube,J,J,100,16,3,0,,50055
"124186",0248/ 1/ 13,"0248",Uitikon,"3026",31,"0712",Christbäume,,0,31,0,0,0,0,N,N,0248_3026,2023,248,N,N,N,Binzmatt,J,J,100,31,0,0,,50391
"77991",0142/ 1/ 61,"0293",Wädenswil,WE12976,24,"0712",Christbäume,,0,31,0,0,0,0,N,N,0293_WE12976,2023,293,N,N,N,Breitmatt,J,J,100,23,1,0,,50489
"323966",0192/ 1/ 16,"0192",Egg,"4339",3,"0712",Christbäume,,0,31,0,0,0,0,N,N,0192_4339,2023,192,N,N,N,Hofnerberg,J,J,100,0,3,0,,50564
"340072",0158/ 1/ 86,"0116",Grüningen,"2421",7,"0712",Christbäume,,0,31,0,0,0,0,N,N,0116_2421,2023,116,N,N,N,Haller E.,J,J,100,5,2,0,,50635
"92374",0212/ 1/  4,"0298",Wiesendangen,BE511,6,"0712",Christbäume,,0,31,0,0,0,0,N,N,0298_BE511,2023,298,N,N,N,Langforen,J,J,100,4,2,0,,51750
"33096",0154/ 1/ 56,"0154",Küsnacht (ZH),"10718",3,"0712",Christbäume,,0,31,0,0,0,0,N,N,0154_10718,2023,154,N,N,N,Riet,J,J,100,3,0,0,,53306
"124154",0248/ 1/ 13,"0248",Uitikon,"247",21,"0712",Christbäume,,0,31,0,0,0,0,N,N,0248_247,2023,248,N,N,N,Binzmatt,J,J,100,21,0,0,,53747
"335513",0043/ 1/ 16,"0026",Dorf,"1548",24,"0712",Christbäume,,0,31,0,0,0,0,N,N,0026_1548,2023,26,N,N,N,Schoren,J,J,100,24,0,0,,53991
"11378969",0261/ 1/999,"0250",Urdorf,"1315",33,"0712",Christbäume,,0,31,0,0,0,0,N,N,0250_1315,2023,250,N,N,N,Tysliboll,J,J,100,33,0,0,,54073
"361755",0089/ 1/  2,"0055",Eglisau,"3080",3,"0712",Christbäume,,0,31,0,0,0,0,N,N,0055_3080,2023,55,N,N,N,Breiti,J,J,100,3,0,0,,54422
"341412",0072/ 1/702,"0092",Oberglatt,"1164",1,"0712",Christbäume,,0,31,0,0,0,0,N,N,0092_1164,2023,92,N,N,N,Jägerhüsli 10,J,J,100,1,0,0,,54303
"319494",0180/ 1/ 29,"0180",Weisslingen,"744",3,"0712",Christbäume,,0,31,0,0,0,0,N,N,0180_744,2023,180,N,N,N,Spitzler,J,J,100,3,0,0,,54417
"373167",0133/ 1/ 49,"0295",Horgen,HN3006,9,"0712",Christbäume,,0,41,0,0,0,0,N,N,0295_HN3006,2023,295,N,N,N,Ritteracker,J,J,100,9,0,0,,56211
"334492",0034/ 1/ 42,"0034",Laufen-Uhwiesen,"1846",15,"0712",Christbäume,,0,31,0,0,0,0,N,N,0034_1846,2023,34,N,N,N,Brand,J,J,100,15,0,0,,56398
"107014",0261/ 1/ 99,"0261",Zürich,HG7089,120,"0712",Christbäume,,0,31,0,0,0,0,N,N,0261_HG7089,2023,261,N,N,N,Hinter dem Wall,J,J,100,120,0,0,,56961
"22675",0112/ 1/ 51,"0113",Dürnten,"12873",3,"0712",Christbäume,,0,31,0,0,0,0,N,N,0113_12873,2023,113,N,N,N,Weidli(Lindli),J,J,100,3,0,0,,57407
"81158",0142/ 1/103,"0293",Wädenswil,WE8649,11,"0712",Christbäume,,0,31,0,0,0,0,N,N,0293_WE8649,2023,293,N,N,N,Christbäume Catella,J,J,100,4,7,0,,57530
"116449",0101/ 1/  3,"0101",Steinmaur,"1116",25,"0712",Christbäume,,0,31,0,0,0,0,N,N,0101_1116,2023,101,N,N,N,Büel,J,J,100,25,0,0,,58059
"124170",0248/ 1/ 13,"0248",Uitikon,"2675",5,"0712",Christbäume,,0,31,0,0,0,0,N,N,0248_2675,2023,248,N,N,N,Anstalt,J,J,100,5,0,0,,58702
"11322596",0097/ 1/  4,"0097",Rümlang,"1953",149,"0712",Christbäume,,0,31,0,0,0,0,N,N,0097_1953,2023,97,N,N,N,Stockbrunnen,J,J,100,149,0,0,,58916
"118951",0251/ 1/ 29,"0251",Weiningen (ZH),"2859",20,"0712",Christbäume,,0,31,0,0,0,0,N,N,0251_2859,2023,251,N,N,N,"Schluechti 2965,3308,3309",J,J,100,20,0,0,,59384
"360981",0133/ 1/ 49,"0295",Horgen,HN5873,2,"0712",Christbäume,,0,41,0,0,0,0,N,N,0295_HN5873,2023,295,N,N,N,ob Scheune,J,J,100,2,0,0,,59846
"80921",0026/ 1/ 29,"0026",Dorf,"1849",28,"0712",Christbäume,,0,31,0,0,0,0,N,N,0026_1849,2023,26,N,N,N,Schildknecht,J,J,100,28,0,0,,59908
"365736",0195/ 1/151,"0195",Maur,"7004",24,"0712",Christbäume,,0,31,0,0,0,0,N,N,0195_7004,2023,195,N,N,N,Hinderberg,J,J,100,24,0,0,,60784
"346898",0159/ 1/ 14,"0159",Uetikon am See,"3341",28,"0712",Christbäume,,0,31,0,0,0,0,N,N,0159_3341,2023,159,N,N,N,Hofstatt Süd,J,J,100,26,2,0,,61229
"132705",0085/ 1/  4,"0085",Dänikon,"562",63,"0712",Christbäume,,0,31,0,0,0,0,N,N,0085_562,2023,85,N,N,N,Altrüti,J,J,100,62,1,0,,61430
"127563",0067/ 1/ 67,"0067",Rafz,"4787",218,"0712",Christbäume,,0,31,0,0,0,0,N,N,0067_4787,2023,67,N,N,N,Hard 5,J,J,100,218,0,0,,61862
"365709",0195/ 1/151,"0195",Maur,"7773",33,"0712",Christbäume,,0,31,8,0,0,0,N,N,0195_7773,2023,195,N,N,N,Wolfgalgen,J,J,100,17,8,0,,61869
"33105",0154/ 1/ 56,"0154",Küsnacht (ZH),"11329",32,"0712",Christbäume,,0,31,0,0,0,0,N,N,0154_11329,2023,154,N,N,N,Mülliwiesli,J,J,100,0,31,1,,62078
"81301",0026/ 1/ 29,"0026",Dorf,"382",25,"0712",Christbäume,,0,31,0,0,0,0,N,N,0026_382,2023,26,N,N,N,Umbelen,J,J,100,24,1,0,,62282
"377324",0026/ 1/ 16,"0026",Dorf,"131",7,"0712",Christbäume,,0,31,0,0,0,0,N,N,0026_131,2023,26,N,N,N,Schooren,J,J,100,7,0,0,,62781
"341449",0062/ 1/ 37,"0062",Kloten,"5151",91,"0712",Christbäume,,0,31,15,0,0,0,N,N,0062_5151,2023,62,N,N,N,Lettenwingert,J,J,100,19,44,13,,63487
"124132",0248/ 1/ 13,"0248",Uitikon,"211",139,"0712",Christbäume,,0,31,0,0,0,0,N,N,0248_211,2023,248,N,N,N,Langacker,J,J,100,139,0,0,,65039
"74850",0221/ 1/ 27,"0221",Hettlingen,"2434",49,"0712",Christbäume,,0,31,0,0,0,0,N,N,0221_2434,2023,221,N,N,N,Baumschule,J,J,100,47,2,0,,64972
"115230",0053/ 1/ 40,"0072",Winkel,"470",35,"0712",Christbäume,,0,31,0,0,0,0,N,N,0072_470,2023,72,N,N,N,Säget,J,J,100,35,0,0,,65888
"112542",0191/ 1/ 27,"0191",Dübendorf,"13168",27,"0712",Christbäume,,0,31,0,0,0,0,N,N,0191_13168,2023,191,N,N,N,Schönau,J,J,100,27,0,0,,65952
"338288",0177/ 1/101,"0177",Pfäffikon,"1956",3,"0712",Christbäume,,0,31,0,0,0,0,N,N,0177_1956,2023,177,N,N,N,Loorewis,J,J,100,3,0,0,,66020
"132852",0191/ 1/702,"0193",Fällanden,"227",2,"0712",Christbäume,,0,31,0,0,0,0,N,N,0193_227,2023,193,N,N,N,Unterriet,J,J,100,2,0,0,,66037
"116442",0101/ 1/  3,"0101",Steinmaur,"1082",19,"0712",Christbäume,,0,31,0,0,0,0,N,N,0101_1082,2023,101,N,N,N,Gätterli,J,J,100,19,0,0,,66251
"11322178",0033/ 1/ 55,"0033",Kleinandelfingen,"2231",164,"0712",Christbäume,,0,31,0,0,0,0,N,N,0033_2231,2023,33,N,N,N,Tempelacker,J,J,100,164,0,0,,66707
"33120",0154/ 1/ 56,"0154",Küsnacht (ZH),"1175",3,"0712",Christbäume,,0,31,0,0,0,0,N,N,0154_1175,2023,154,N,N,N,Eichelacker,J,J,100,0,3,0,,66893
"94658",0117/ 1/ 28,"0117",Hinwil,"5523",30,"0712",Christbäume,,0,41,0,0,0,0,N,N,0117_5523,2023,117,N,N,N,Nolzwisen,J,J,100,30,0,0,,67192
"265046",0033/ 1/ 55,"0033",Kleinandelfingen,"581",67,"0712",Christbäume,,0,31,0,0,0,0,N,N,0033_581,2023,33,N,N,N,Lochacker oben,J,J,100,65,1,1,,68118
"265798",0199/ 1/ 64,"0199",Volketswil,"5014",12,"0712",Christbäume,,0,31,1,0,0,0,N,N,0199_5014,2023,199,N,N,N,Fad,J,J,100,9,2,0,,68578
"102839",0261/ 1/999,"0117",Hinwil,"3274",16,"0712",Christbäume,,0,41,0,0,0,0,N,N,0117_3274,2023,117,N,N,N,Zinggenbüel,J,J,100,1,15,0,,69134
"11319187",0159/ 1/ 14,"0159",Uetikon am See,"4869",18,"0712",Christbäume,,0,31,0,0,0,0,N,N,0159_4869,2023,159,N,N,N,Brand,J,J,100,17,1,0,,69516
"106991",0096/ 1/ 55,"0096",Regensdorf,"8266",44,"0712",Christbäume,,0,31,0,0,0,0,N,N,0096_8266,2023,96,N,N,N,Häuen (Reservoir),J,J,100,44,0,0,,70526
"340121",0158/ 1/ 86,"0158",Stäfa,"13373",22,"0712",Christbäume,,0,31,1,0,0,0,N,N,0158_13373,2023,158,N,N,N,Hauswiese,J,J,100,15,4,2,,70668
"334904",0219/ 1/ 54,"0298",Wiesendangen,BE473,83,"0712",Christbäume,,0,31,0,0,0,0,N,N,0298_BE473,2023,298,N,N,N,Gunten,J,J,100,65,18,0,,70992
"114746",0261/ 1/ 99,"0261",Zürich,AR5648,19,"0712",Christbäume,,0,31,0,0,0,0,N,N,0261_AR5648,2023,261,N,N,N,Albisrieden 7,J,J,100,19,0,0,,71492
"84746",0153/ 1/ 17,"0153",Hombrechtikon,"7264",25,"0712",Christbäume,,0,31,0,0,0,0,N,N,0153_7264,2023,153,N,N,N,Chramen,J,J,100,25,0,0,,71603
"77739",0026/ 1/ 16,"0026",Dorf,"131",30,"0712",Christbäume,,0,31,0,0,0,0,N,N,0026_131,2023,26,N,N,N,Schooren,J,J,100,30,0,0,,72230
"368840",0192/ 1/ 22,"0192",Egg,"4343",54,"0712",Christbäume,,0,31,0,0,0,0,N,N,0192_4343,2023,192,N,N,N,Tannacher,J,J,100,54,0,0,,72376
"262444",0159/ 1/ 14,"0155",Männedorf,"6148",33,"0712",Christbäume,,0,31,0,0,0,0,N,N,0155_6148,2023,155,N,N,N,Oberstmatt,J,J,100,33,0,0,,72442
"349750",4821/ 1/  3,"4821",Hüttwilen,"2024",6,"0712",Christbäume,,0,31,0,0,0,0,N,J,4821_2024,2023,4821,N,N,N,Underi Gmaandrüüti,J,J,100,6,0,0,,73802
"340137",0158/ 1/ 86,"0192",Egg,"479",16,"0712",Christbäume,,0,41,0,0,0,0,N,N,0192_479,2023,192,N,N,N,Schüracher,J,J,100,16,0,0,,74251
"116547",0251/ 1/ 29,"0251",Weiningen (ZH),"3065",9,"0712",Christbäume,,0,31,0,0,0,0,N,N,0251_3065,2023,251,N,N,N,"3861,2430-2434 Hirs",J,J,100,9,0,0,,74364
"121590",0251/ 1/ 29,"0251",Weiningen (ZH),"2977",6,"0712",Christbäume,,0,31,0,0,0,0,N,N,0251_2977,2023,251,N,N,N,Längg,J,J,100,6,0,0,,74598
